10000,0.0020470369,0.0000004641
20000,0.0045241866,0.0000087728
30000,0.0074967371,0.0000029209
40000,0.0103347117,0.0000031370
50000,0.0136660091,0.0000040108
60000,0.0169784519,0.0000033769
70000,0.0213186180,0.0000035670
80000,0.0237668239,0.0000041410
90000,0.0292428237,0.0000052066
100000,0.0327463049,0.0000057064
