10000,0.0000593883,0.0001262655
20000,0.0000946085,0.0002336696
30000,0.0001437438,0.0003465423
40000,0.0001988046,0.0004692644
50000,0.0002557516,0.0005833781
60000,0.0002914108,0.0006857747
70000,0.0003330268,0.0007983187
80000,0.0004344935,0.0009502950
90000,0.0004564198,0.0010394311
100000,0.0004973867,0.0011538995
