10000,0.0018470835,0.0000011237
20000,0.0040152072,0.0000006741
30000,0.0063823844,0.0000006018
40000,0.0088787983,0.0000008131
50000,0.0114843355,0.0000009421
60000,0.0141419100,0.0000009585
70000,0.0169700531,0.0000012852
80000,0.0204558352,0.0000016753
90000,0.0227358913,0.0000013742
100000,0.0257388446,0.0000014890
